idx,image_path,gt_answer,pass_count,runs,pass_rate,keep,cod_preview,predictions_preview
13193,./geothought_images/geothought_13193.jpg,40^\circ,5,5,1.0,True,"\angle AOB = 180^\circ, \angle BOE = 60^\circ \implies \angle AOE = \angle AOB - \angle BOE = 180^\circ - 60^\circ = 120^\circ
AC = CD = DE \land OA = OC = OD = OE \implies \angle AOC = \angle COD = \",40 || 40 || 40
13194,./geothought_images/geothought_13194.jpg,24^\circ,5,5,1.0,True,"AB \text{ is the diameter of circle } O \implies \angle ACB = 90^\circ
\angle A + \angle B + \angle ACB = 180^\circ
\angle B = 66^\circ , \angle ACB = 90^\circ \implies \angle A + 66^\circ + 90^\circ ",24 || 24° || 24
13195,./geothought_images/geothought_13195.jpg,10^\circ,5,5,1.0,True,"ABCD \text{ cyclic} \implies \angle BAD + \angle BCD = 180^\circ
\angle BCD = 100^\circ \implies \angle BAD = 180^\circ - 100^\circ = 80^\circ
AB \text{ diameter} \implies \angle ADB = 90^\circ
\angle",10° || 10° || 10°
13196,./geothought_images/geothought_13196.jpg,5,5,5,1.0,True,"AB \text{ is the diameter of circle } O \land AB = 10
OA = \frac{AB}{2}
OA = \frac{AB}{2} = \frac{10}{2} = 5",5 || 5 || 5
13197,./geothought_images/geothought_13197.jpg,90^\circ,5,5,1.0,True,"m(\angle ACB) = \frac{1}{2} \, m(\overset{\frown}{AB}).
AB \text{ is the diameter of } O \implies m(\overset{\frown}{AB}) = 180^\circ.
m(\angle ACB) = \frac{1}{2} \times 180^\circ = 90^\circ.
\angle A",90° || 90° || 90°
13198,./geothought_images/geothought_13198.jpg,15^\circ,5,5,1.0,True,"AB \text{ is the diameter of the semicircle with center } O \implies OA = OB
OA = OC = OD = OE = OB
AC = CD = DE
AC = CD = DE \land OA = OC = OD = OE \implies \angle AOC = \angle COD = \angle DOE
\ang",15 || 15 || 15
13199,./geothought_images/geothought_13199.jpg,130^\circ,5,5,1.0,True,"\angle BAC = \tfrac{1}{2} \angle BOC
\angle BOC = 2\,\angle BAC
\angle BAC = 65^\circ \implies \angle BOC = 2 \times 65^\circ = 130^\circ
\angle BOC = 130^\circ",130° || 130° || 130°
13200,./geothought_images/geothought_13200.jpg,66^\circ,5,5,1.0,True,"OA = OC = OB \implies O \text{ is the center; } OA = OC, \ OB = OC
AB \text{ diameter} \implies \angle ACB = 90^\circ
OA = OC \implies \angle OAC = \angle OCA
\angle OAC = 24^\circ \implies \angle OCA",66° || 66° || 66°
13201,./geothought_images/geothought_13201.jpg,25^\circ,5,5,1.0,True,"OB = OC \implies \triangle OBC \text{ is isosceles with } \angle OBC = \angle OCB.
\angle BOC + \angle OBC + \angle OCB = 180^\circ.
\angle BOC = 130^\circ, \; \angle OBC = \angle OCB = x \implies 130",25° || 25° || 25°
13202,./geothought_images/geothought_13202.jpg,130^\circ,5,5,1.0,True,"m\angle BAC = \frac{1}{2} \cdot m(\text{arc } BC)
m\angle BAC = 65^\circ
65^\circ = \frac{1}{2} \cdot m(\text{arc } BC)
m(\text{arc } BC) = 130^\circ",130° || 130° || 130
13203,./geothought_images/geothought_13203.jpg,65^\circ,5,5,1.0,True,"m(\angle BAC) = \frac{1}{2} \, m(\widehat{BC}).
\angle BAC \text{ intercepts } \widehat{BC}.
m(\widehat{BC}) = 130^\circ \implies m(\angle BAC) = \frac{1}{2} \cdot 130^\circ = 65^\circ.
\angle BAC = 6",65° || 65° || 65°
13204,./geothought_images/geothought_13204.jpg,65^\circ,5,5,1.0,True,"\angle BOC \text{ central angle} \implies m(\widehat{BC}) = \angle BOC
\angle BA'C \text{ inscribed angle} \implies \angle BA'C = \tfrac{1}{2} m(\widehat{BC})
\angle BOC = 130^\circ
\angle BA'C = \tfr",65° || 65° || 65°
13205,./geothought_images/geothought_13205.jpg,64^\circ,5,5,1.0,True,"\angle ADB \text{ and } \angle ODA \text{ form a linear pair} \implies \angle ADB + \angle ODA = 180^\circ
\angle ADB = 116^\circ
\angle ODA = 180^\circ - \angle ADB = 180^\circ - 116^\circ = 64^\circ",64 || 64 || 64
13206,./geothought_images/geothought_13206.jpg,56^\circ,5,5,1.0,True,"\angle ABD = 60^\circ, \angle ADB = 116^\circ \implies \angle BAD = 180^\circ - \angle ABD - \angle ADB = 180^\circ - 60^\circ - 116^\circ = 4^\circ
OA = OB \implies \triangle OAB \text{ is isosceles}",56 || 56 || 56°
13207,./geothought_images/geothought_13207.jpg,64^\circ,5,5,1.0,True,"A,D,C \text{ are collinear} \implies \angle ADB + \angle CDB = 180^\circ
\angle ADB = 116^\circ \implies 116^\circ + \angle CDB = 180^\circ
\angle CDB = 180^\circ - 116^\circ = 64^\circ",64 || 64° || 64°
13208,./geothought_images/geothought_13208.jpg,65^\circ,5,5,1.0,True,"AB \text{ diameter} \implies \angle ACB = 90^\circ
\angle ABC = 180^\circ - \angle CAB - \angle ACB = 180^\circ - 25^\circ - 90^\circ = 65^\circ
CD \perp AB \implies \angle CEB = 90^\circ
\angle ECB =",65° || 65° || 65°
13209,./geothought_images/geothought_13209.jpg,50^\circ,5,5,1.0,True,"m\angle CAB = \frac{1}{2} m\overset{\frown}{CB}
m\angle CAB \text{ intercepts } \overset{\frown}{CB}
m\overset{\frown}{CB} = 2 \, m\angle CAB
m\angle CAB = 25^\circ
m\overset{\frown}{CB} = 2 \times 25",50° || 50° || 50°
13210,./geothought_images/geothought_13210.jpg,40^\circ,5,5,1.0,True,"OA = OC \implies \angle OAC = \angle OCA
\angle CAB = 25^\circ \implies \angle OCA = \angle CAB = 25^\circ
AB \text{ diameter} \implies \angle ACB = 90^\circ
\angle OCB = \angle ACB - \angle OCA = 90^",40° || 40° || 40°
13211,./geothought_images/geothought_13211.jpg,40^\circ,5,5,1.0,True,"OA = OB \implies \triangle OAB \text{ is isosceles with } OA = OB
\angle OBA = \angle OAB
\angle OAB = 70^\circ \implies \angle OBA = 70^\circ
\angle OAB + \angle OBA + \angle AOB = 180^\circ
70^\circ",40° || 40° || 40°
13212,./geothought_images/geothought_13212.jpg,70^\circ,5,5,1.0,True,"OA = OB
\triangle OAB \text{ isosceles with } OA = OB
\angle OAB = \angle OBA
\angle OAB = 70^\circ \implies \angle OBA = 70^\circ
\angle OBA = 70^\circ",70 || 70° || 70
13213,./geothought_images/geothought_13213.jpg,40^\circ,5,5,1.0,True,"在圆 O 中，点 A,B,C 位于圆上，∠ACB 与 ∠AOB 对应同一弧 \overset{\frown}{AB}
圆周角定理：\angle AOB = 2 \angle ACB
∠ACB = 20^\circ \implies \angle AOB = 2 \times 20^\circ = 40^\circ",40° || 40° || 40°
13214,./geothought_images/geothought_13214.jpg,20^\circ,5,5,1.0,True,"\angle AOB = m(\widehat{AB})
\angle AOB = 40^\circ \implies m(\widehat{AB}) = 40^\circ
\angle ACB = \frac{1}{2} m(\widehat{AB})
\angle ACB = \frac{1}{2} \cdot 40^\circ = 20^\circ",20° || 20° || 20°
13215,./geothought_images/geothought_13215.jpg,90^\circ,5,5,1.0,True,"AB \text{ is the diameter of } O \implies \angle ADB = 90^\circ
E = AB \cap CD \implies \angle AEC = 90^\circ
\angle CAE = \angle CAB = 25^\circ, \angle AEC = 90^\circ \implies \angle ACE = 180^\circ ",90° || 90 || 90°
13216,./geothought_images/geothought_13216.jpg,20^\circ,5,5,1.0,True,"OA = OB \Rightarrow \triangle OAB \text{ isosceles with } \angle OAB = \angle OBA
\angle OBA = 70^\circ \Rightarrow \angle OAB = 70^\circ
\angle AOB = 180^\circ - \angle OAB - \angle OBA
\angle AOB = ",20° || 20° || 20°
13217,./geothought_images/geothought_13217.jpg,90^\circ,5,5,1.0,True,"Thales' Theorem: AB \text{ is a diameter of circle } O \land C \in O \implies \angle ACB = 90^\circ
\angle ACB = 90^\circ",90 || 90 || 90
13218,./geothought_images/geothought_13218.jpg,70^\circ,5,5,1.0,True,"ABCD \text{ cyclic} \implies \angle ADC + \angle ABC = 180^\circ
110^\circ + \angle ABC = 180^\circ
\angle ABC = 180^\circ - 110^\circ = 70^\circ
\angle ABC = 70^\circ",70° || 70° || 70°
13219,./geothought_images/geothought_13219.jpg,140^\circ,5,5,1.0,True,"ABCD \text{ cyclic} \implies \angle ABC + \angle ADC = 180^\circ
\angle ADC = 110^\circ \implies \angle ABC = 180^\circ - \angle ADC = 70^\circ
AB \text{ diameter} \implies \angle ACB = 90^\circ
\angl",140 || 140 || 140°
13220,./geothought_images/geothought_13220.jpg,110^\circ,5,5,1.0,True,"AB \text{ is the diameter of circle } O \implies \angle ACB = 90^\circ
\angle ABC = 180^\circ - \angle BAC - \angle ACB = 180^\circ - 20^\circ - 90^\circ = 70^\circ
ABCD \text{ cyclic} \implies \angle",110 || 110 || 110
13221,./geothought_images/geothought_13221.jpg,20^\circ,5,5,1.0,True,"\angle ADC + \angle ABC = 180^\circ \implies \angle ABC = 70^\circ
AB \text{ diameter} \implies \angle ACB = 90^\circ
\angle BAC + \angle ABC + \angle ACB = 180^\circ
\angle BAC = 180^\circ - \angle A",20° || 20° || 20°
13222,./geothought_images/geothought_13222.jpg,25^\circ,5,5,1.0,True,"OA = OC \implies \triangle OAC \text{ isosceles with } OA = OC
\angle OCA = \angle OAC
\angle OAC = 25^\circ
\angle OCA = \angle OAC \land \angle OAC = 25^\circ \implies \angle OCA = 25^\circ",25 || 25 || 25°
13223,./geothought_images/geothought_13223.jpg,90^\circ,5,5,1.0,True,"OA \text{ is the radius of circle } O \text{ at } A, \ AC \text{ tangent to circle } O \text{ at } A
AC \perp OA \quad (\text{tangent-radius theorem})
\angle OAC = 90^\circ",90° || 90 || 90
13224,./geothought_images/geothought_13224.jpg,40^\circ,5,5,1.0,True,"OA = OC \implies \angle OAC = \angle OCA
\angle AOC = 100^\circ
\angle OAC + \angle OCA + \angle AOC = 180^\circ
2\,\angle OAC + 100^\circ = 180^\circ
2\,\angle OAC = 80^\circ
\angle OAC = 40^\circ
BC",40 || 40 || 40
13225,./geothought_images/geothought_13225.jpg,70^\circ,5,5,1.0,True,"AC \text{ tangent to circle } O \text{ at } A \implies OA \perp AC \implies \angle OAC = 90^\circ
\angle OAC = \angle OAD + \angle CAD
\angle CAD = 20^\circ \land \angle OAC = 90^\circ \implies 90^\ci",70° || 70° || 70°
13226,./geothought_images/geothought_13226.jpg,40^\circ,5,5,1.0,True,"OA \perp AC \implies \angle OAC = 90^\circ
\angle OAD = \angle OAC - \angle CAD = 90^\circ - 20^\circ = 70^\circ
OA = OD \implies \angle OAD = \angle ODA = 70^\circ
\angle AOD + \angle OAD + \angle OD",40° || 40° || 40°
13227,./geothought_images/geothought_13227.jpg,110^\circ,5,5,1.0,True,"OA = OB \implies \triangle OAB \text{ is isosceles} \implies \angle OAB = \angle OBA
\angle OAB = 70^\circ \implies \angle OBA = 70^\circ
\angle AOB = 180^\circ - \angle OAB - \angle OBA = 40^\circ
AB",110° || 110 || 110°
13228,./geothought_images/geothought_13228.jpg,30^\circ,5,5,1.0,True,"\angle AOC \text{ intercepts arc } AC, \ \text{arc}(AC) = 60^\circ \implies \angle AOC = 60^\circ
\angle ABC = \tfrac{1}{2} \cdot \text{arc}(AC)
\angle ABC = \tfrac{1}{2} \cdot 60^\circ = 30^\circ",30° || 30° || 30°
13229,./geothought_images/geothought_13229.jpg,55^\circ,5,5,1.0,True,"AB \text{ diameter of circle } O \implies \angle ACB = 90^\circ
BC = BD \implies \triangle BCD \text{ is isosceles with } BC = BD \implies \angle BCD = \angle BDC
\angle DBC = \angle ABC = 70^\circ
\a",55° || 55 || 55°
13230,./geothought_images/geothought_13230.jpg,66^\circ,5,5,1.0,True,"BC \text{ is the diameter of circle } O \implies \angle BDC = 90^\circ
Let x = \angle DBC. Then x + \angle BDC + \angle BCD = 180^\circ
With \angle BDC = 90^\circ and \angle BCD = 24^\circ: x + 90^\ci",66 || 66 || 66
13231,./geothought_images/geothought_13231.jpg,90^\circ,5,5,1.0,True,"m\angle BDC = \frac{1}{2} \, m\overset{\frown}{BC} \quad (\text{Inscribed Angle Theorem})
BC \text{ is a diameter of } \odot O \implies m\overset{\frown}{BC} = 180^\circ
m\angle BDC = \frac{1}{2} \cdo",90° || 90 || 90°
13232,./geothought_images/geothought_13232.jpg,55^\circ,5,5,1.0,True,"BC = BD \implies \angle BCD = \angle BDC
\angle CBD = 70^\circ
\angle BCD + \angle BDC + \angle CBD = 180^\circ
Let \angle BDC = x, \angle BCD = x
2x + 70^\circ = 180^\circ
2x = 110^\circ
x = 55^\circ",55 || 55 || 55
13233,./geothought_images/geothought_13233.jpg,66^\circ,5,5,1.0,True,"BC \text{ is the diameter of circle } O \implies \angle BDC = 90^\circ
\angle DAC \text{ and } \angle DBC \text{ subtend arc } DC \implies \angle DBC = \angle DAC
\angle DAC = 66^\circ \implies \angle",66 || 66 || 66
13234,./geothought_images/geothought_13234.jpg,2\sqrt{3,3,5,0.6,False,"OA \perp PA \land \angle OAP = 90^\circ
PA^2 + OA^2 = OP^2
OA = 2,\; OP = 4
PA^2 + 2^2 = 4^2
PA^2 + 4 = 16
PA^2 = 12
PA = \sqrt{12} = 2\sqrt{3}",2\sqrt{3} || 2\sqrt{3} || 2√3
13235,./geothought_images/geothought_13235.jpg,24^\circ,5,5,1.0,True,"BC \text{ is the diameter of circle } O \implies \angle BDC = 90^\circ
\angle DAC = 66^\circ \implies \angle DBC = \angle DAC = 66^\circ
In \triangle BDC, \angle DBC + \angle DCB = 90^\circ
66^\circ +",24 || 24 || 24
13236,./geothought_images/geothought_13236.jpg,60^\circ,5,5,1.0,True,"OA \perp PA \land OB \perp PB \implies \angle OAP = \angle OBP = 90^\circ
OA = 2, \ OP = 4 \implies \sin\angle APO = \frac{OA}{OP} = \frac{2}{4} = \frac{1}{2}
\sin\angle APO = \frac{1}{2} \implies \an",60° || 60° || 60°
13237,./geothought_images/geothought_13237.jpg,48^\circ,5,5,1.0,True,"\angle \theta = \frac{1}{2}\text{Arc } X \implies \text{Arc } X = 2\,\angle \theta
\angle A = 66^\circ \implies \text{Arc } DC = 2\,\angle A = 132^\circ
BC \text{ is a diameter} \implies \text{Arc } B",48 || 48 || 48°
13238,./geothought_images/geothought_13238.jpg,25^\circ,5,5,1.0,True,"AC \perp BC \implies \angle ACB = 90^\circ
\angle BAC + \angle ABC = 90^\circ
\angle BAC = 90^\circ - \angle ABC
\angle ABC = 65^\circ
\angle BAC = 25^\circ",25° || 25 || 25°
13239,./geothought_images/geothought_13239.jpg,130^\circ,5,5,1.0,True,"OC \perp BC
O \in AC
OC \perp BC \land O \in AC \implies AC \perp BC
\angle ACB = 90^\circ
\angle BAC = 180^\circ - \angle ACB - \angle ABC
\angle BAC = 180^\circ - 90^\circ - 65^\circ = 25^\circ
OA =",130° || 130 || 130°
13240,./geothought_images/geothought_13240.jpg,30^\circ,5,5,1.0,True,"PA \text{ tangent to } \odot O \text{ at } A \implies OA \perp PA
OA = 2, OP = 4 \implies \sin \angle OPA = \frac{OA}{OP} = \frac{1}{2}
\angle OPA = 30^\circ,\ \angle AOP = 90^\circ - \angle OPA = 60^",30° || 30° || 30°
13241,./geothought_images/geothought_13241.jpg,25^\circ,5,5,1.0,True,"BC \perp AC \implies \angle ACB = 90^\circ
\angle ABC = 65^\circ, \angle ACB = 90^\circ \implies \angle BAC = 180^\circ - \angle ACB - \angle ABC = 25^\circ
AC \text{ diameter} \implies \angle ADC = 9",25° || 25° || 25°
13242,./geothought_images/geothought_13242.jpg,65^\circ,5,5,1.0,True,"BC \text{ tangent to circle } O \text{ at } C \implies OC \perp BC
A,O,C \text{ are collinear}
OA = OD \implies \angle OAD = \angle ODA
\angle COD = 50^\circ
OC \text{ extension of } OA \text{ at } O ",65 || 65° || 65
13243,./geothought_images/geothought_13243.jpg,35^\circ,5,5,1.0,True,"AB \text{ is the diameter of circle } O \implies \angle ACB = 90^\circ
\angle ABC = \angle ADC = 55^\circ
\angle BAC + \angle ABC + \angle ACB = 180^\circ
\angle BAC = 180^\circ - 90^\circ - 55^\circ ",35 || 35 || 35
13244,./geothought_images/geothought_13244.jpg,55^\circ,5,5,1.0,True,"∠ADC \text{ subtends arc } AC
∠ABC \text{ subtends arc } AC
∠ADC = ∠ABC
∠ADC = 55^\circ \implies ∠ABC = 55^\circ",55 || 55 || 55
13245,./geothought_images/geothought_13245.jpg,110^\circ,5,5,1.0,True,"ADC \text{ inscribed} \implies \angle ADC \text{ subtends } \overset{\frown}{AC}
\angle AOC \text{ central at } O \implies \angle AOC \text{ subtends } \overset{\frown}{AC}
\angle AOC = 2 \angle ADC
\",110° || 110° || 110°
13246,./geothought_images/geothought_13246.jpg,35^\circ,5,5,1.0,True,"\angle ACB = 90^\circ
\angle ADC = \angle ABC
\angle ADC = 55^\circ \implies \angle ABC = 55^\circ
\angle BAC = 180^\circ - \angle ACB - \angle ABC = 180^\circ - 90^\circ - 55^\circ = 35^\circ
O,A,B \",35 || 35 || 35
13247,./geothought_images/geothought_13247.jpg,110^\circ,5,5,1.0,True,"\angle ADC \text{ inscribed subtends } \widehat{AC} \implies \angle ADC = \tfrac{1}{2} \widehat{AC}
\angle ADC = 55^\circ \implies \angle ADC \text{ intercepts } \widehat{AC}
\widehat{AC} = 2 \angle A",110° || 110° || 110°
13248,./geothought_images/geothought_13248.jpg,65^\circ,5,5,1.0,True,"OC \perp BC \implies \angle OCB = 90^\circ
\angle BAC = 180^\circ - \angle ABC - \angle ACB = 180^\circ - 65^\circ - 90^\circ = 25^\circ
\angle BCD = \angle BAC = 25^\circ
\angle OCD = \angle OCB - \a",65° || 65 || 65
13249,./geothought_images/geothought_13249.jpg,90^\circ,5,5,1.0,True,"AD \text{ is the diameter of circle } O
B \in \text{circle } O \ (\triangle ABC \text{ inscribed in } O)
Thales' Theorem: \angle ABD \text{ subtends diameter } AD \implies \angle ABD = 90^\circ
\angle",90 || 90 || 90
13250,./geothought_images/geothought_13250.jpg,63^\circ,5,5,1.0,True,"AD \text{ diameter of circle } O \implies \angle ABD = 90^\circ
In \triangle ABD, \angle DAB = 27^\circ, \angle ABD = 90^\circ, \angle ADB = x; \angle DAB + \angle ABD + \angle ADB = 180^\circ \implie",63 || 63 || 63
13251,./geothought_images/geothought_13251.jpg,4,5,5,1.0,True,"AD \text{ is the diameter of circle } O \implies \angle ABD = 90^\circ
\triangle ABD \text{ is right} \implies AD^2 = AB^2 + BD^2
AD = 5,\ AB = 3 \implies 5^2 = 3^2 + BD^2
25 = 9 + BD^2
BD^2 = 25 - 9
",4 || 4 || 4
13252,./geothought_images/geothought_13252.jpg,63^\circ,5,5,1.0,True,"m(\angle ACB) = \tfrac12\, m(\widehat{AB}) \land m(\angle ADB) = \tfrac12\, m(\widehat{AB}) \implies m(\angle ACB) = m(\angle ADB)
m(\angle ACB) = 63^\circ
m(\angle ADB) = m(\angle ACB) = 63^\circ",63 || 63 || 63
13253,./geothought_images/geothought_13253.jpg,27^\circ,5,5,1.0,True,"AD \text{ diameter of circle } O \implies \angle ABD = 90^\circ
\angle ABD + \angle ADB + \angle DAB = 180^\circ
\angle ABD = 90^\circ, \angle ADB = 63^\circ, \angle DAB = x \implies 90^\circ + 63^\ci",27° || 27° || 27°
13254,./geothought_images/geothought_13254.jpg,30^\circ,5,5,1.0,True,"AB \text{ diameter } \Rightarrow A,O,B \text{ are collinear}
\angle AOC + \angle BOC = 180^\circ
\angle AOC = 120^\circ \Rightarrow \angle BOC = 180^\circ - 120^\circ = 60^\circ
m(\widehat{BC}) = \ang",30° || 30° || 30
13255,./geothought_images/geothought_13255.jpg,51^\circ,5,5,1.0,True,"AB \text{ diameter of circle } O \implies \angle ACB = 90^\circ
\angle ADC = \angle ABC
\angle ADC = 39^\circ \implies \angle ABC = 39^\circ
\angle CAB = 180^\circ - \angle ACB - \angle ABC
\angle CAB",51° || 51° || 51°
13256,./geothought_images/geothought_13256.jpg,60^\circ,5,5,1.0,True,"OA = OB = OC
AB \text{ is diameter} \implies OA \text{ and } OB \text{ are opposite rays}
\angle AOC = 120^\circ
\angle AOC + \angle BOC = 180^\circ
\angle BOC = 180^\circ - \angle AOC
\angle BOC = 60",60 || 60 || 60°
13257,./geothought_images/geothought_13257.jpg,102^\circ,5,5,1.0,True,"OA = OC \implies \triangle OAC \text{ is isosceles}, \angle OAC = \angle OCA
\angle CAB = 51^\circ \implies \angle OAC = \angle CAB = 51^\circ
\angle OCA = \angle OAC = 51^\circ
\angle AOC = 180^\circ",102° || 102° || 102°
13258,./geothought_images/geothought_13258.jpg,30^\circ,5,5,1.0,True,"AB \text{ is the diameter of circle } O \implies \angle AOB = 180^\circ
\angle AOC = 120^\circ
\widehat{AC} = 120^\circ
\widehat{AB} = 180^\circ
\widehat{BC} = \widehat{AB} - \widehat{AC} = 60^\circ
\",30° || 30 || 30°
13259,./geothought_images/geothought_13259.jpg,36^\circ,5,5,1.0,True,"AD \text{ tangent to circle } O \text{ at } A \implies OA \perp AD \implies \angle OAD = 90^\circ
\angle AOC = 2 \cdot \angle ABC = 2 \cdot 27^\circ = 54^\circ
\triangle OAD: \ \angle OAD + \angle AOD",36° || 36° || 36°
13260,./geothought_images/geothought_13260.jpg,27^\circ,5,5,1.0,True,"∠AOC \text{ central angle intercepting arc } AC ; ∠ABC \text{ inscribed angle intercepting arc } AC
m∠ABC = \tfrac{1}{2} m∠AOC
m∠AOC = 54^\circ \implies m∠ABC = \tfrac{1}{2} \cdot 54^\circ = 27^\circ
",27 || 27° || 27°
13261,./geothought_images/geothought_13261.jpg,63^\circ,5,5,1.0,True,"OA \perp AD \implies \angle OAD = 90^\circ
\angle D = 36^\circ
\angle AOD = 180^\circ - \angle OAD - \angle D = 180^\circ - 90^\circ - 36^\circ = 54^\circ
\angle AOB = \angle AOD
\angle AOB = 54^\circ",63° || 63° || 63
13262,./geothought_images/geothought_13262.jpg,55^\circ,5,5,1.0,True,"AB \text{ diameter} \implies OA \text{ and } OB \text{ are opposite rays} \implies \angle AOD + \angle DOB = 180^\circ
\angle AOD = 110^\circ \implies \angle DOB = 180^\circ - 110^\circ = 70^\circ
OD ",55° || 55° || 55°
13263,./geothought_images/geothought_13263.jpg,35^\circ,5,5,1.0,True,"OA = OD \implies \triangle AOD \text{ is isosceles with } \angle OAD = \angle ODA
Let x = \angle OAD = \angle ODA
\angle AOD = 110^\circ
\angle OAD + \angle ODA + \angle AOD = 180^\circ \implies x + x",35° || 35° || 35°
13264,./geothought_images/geothought_13264.jpg,55^\circ,5,5,1.0,True,"AB \text{ is diameter of circle } O \implies \angle AOB = 180^\circ
\angle AOD = 110^\circ
\angle AOD + \angle BOD = \angle AOB = 180^\circ \implies \angle BOD = 180^\circ - \angle AOD = 70^\circ
\tex",55° || 55 || 55°
13265,./geothought_images/geothought_13265.jpg,90^\circ,5,5,1.0,True,"AB \text{ is the diameter of circle } O
C \in O \implies \angle ACB = 90^\circ",90 || 90 || 90
13266,./geothought_images/geothought_13266.jpg,110^\circ,5,5,1.0,True,"\angle BCD \text{ intercepts arc } BD \implies \text{Measure of arc } BD = 2 \angle BCD = 70^\circ
AB \text{ is diameter} \implies \text{arc } AB = 180^\circ
\text{arc } AD + \text{arc } BD = \text{ar",110° || 110° || 110°
13267,./geothought_images/geothought_13267.jpg,90^\circ,5,5,1.0,True,"AB \text{ diameter of } \odot O \implies \overset{\frown}{AB} = 180^\circ
\angle AOD = 110^\circ \implies \overset{\frown}{AD} = 110^\circ
\overset{\frown}{DB} = \overset{\frown}{AB} - \overset{\frown",90° || 90° || 90°
13268,./geothought_images/geothought_13268.jpg,26^\circ,5,5,1.0,True,"\angle CDB \text{ inscribed; intercepts arc } CB \implies m(\angle CDB) = \tfrac{1}{2} \cdot m(\text{arc } CB)
\angle CAB \text{ inscribed; intercepts arc } CB \implies m(\angle CAB) = \tfrac{1}{2} \c",26° || 26° || 26°
13269,./geothought_images/geothought_13269.jpg,90^\circ,5,5,1.0,True,"Thales' \text{Theorem}: AB \text{ is a diameter of } \bigcirc O \implies \angle ADB = 90^\circ
AB \text{ diameter of } \bigcirc O \land D \in \bigcirc O \implies \angle ADB = 90^\circ
\angle ADB = \bo",90° || 90° || 90°
13270,./geothought_images/geothought_13270.jpg,26^\circ,5,5,1.0,True,"AB \text{ is the diameter of circle } O \implies \angle ACB = 90^\circ
\angle BAC = 180^\circ - \angle ACB - \angle ABC = 180^\circ - 90^\circ - 64^\circ = 26^\circ
\angle CDB = \angle BAC
\angle CDB ",26° || 26° || 26°
13271,./geothought_images/geothought_13271.jpg,90^\circ,5,5,1.0,True,"\triangle ACB \text{ inscribed in circle } O \text{ with } AB \text{ as diameter } \implies \angle ACB = 90^\circ
\angle ACB = 90^\circ",90 || 90 || 90
13272,./geothought_images/geothought_13272.jpg,90^\circ,5,5,1.0,True,"CD \text{ tangent to circle } O \text{ at } C \land OC \text{ is the radius to } C.
OC \perp CD.
\angle OCD = 90^\circ.",90° || 90° || 90°
13273,./geothought_images/geothought_13273.jpg,35^\circ,5,5,1.0,True,"AB \text{ diameter of circle } O \implies OA = OC
\triangle OAC \text{ isosceles with } OA = OC \implies \angle OCA = \angle OAC
\angle OAC = 35^\circ
\angle OCA = \angle OAC = 35^\circ",35 || 35 || 35°
13274,./geothought_images/geothought_13274.jpg,26^\circ,1,5,0.2,False,"AB \text{ is the diameter of circle } O \implies \angle ACB = 90^\circ
\angle CAB = 26^\circ, \angle ACB = 90^\circ \implies \angle ABC = 180^\circ - 26^\circ - 90^\circ = 64^\circ
\angle CAB \text{ a","But the draft then says ∠ABC = 64°, which is correct (since triangle ACB is right-angled at C, with ∠CAB = || Wait — but in triangle || 26°"
13275,./geothought_images/geothought_13275.jpg,35^\circ,5,5,1.0,True,"OA = OC \implies \angle OAC = \angle ACO
\angle ACO = 35^\circ
\angle OAC = \angle ACO \Rightarrow \angle OAC = 35^\circ
\angle AOC = 180^\circ - \angle OAC - \angle ACO = 110^\circ
\angle COB = 180^\",35° || 35° || 35°
13276,./geothought_images/geothought_13276.jpg,35^\circ,5,5,1.0,True,"OC \perp CD \implies \angle OCD = 90^\circ
\angle COD = 180^\circ - \angle OCD - \angle D = 180^\circ - 90^\circ - 20^\circ = 70^\circ
OA = OC \implies \angle OAC = \angle OCA = x
\angle COD \text{ ex",35° || 35° || 35°
13277,./geothought_images/geothought_13277.jpg,58^\circ,5,5,1.0,True,"AB \text{ is the diameter of circle } O \implies \angle ACB = 90^\circ
\angle DBC = \frac{1}{2} \angle DOC
\angle DOC = 64^\circ \implies \angle DBC = 32^\circ
\angle ECB = \angle ACB = 90^\circ
\angl",58 || 58 || 58
13278,./geothought_images/geothought_13278.jpg,64^\circ,5,5,1.0,True,"AB \text{ is the diameter of circle } O \implies \angle ACB = 90^\circ
\angle ECB = \angle ACB = 90^\circ
\angle EBC = 180^\circ - \angle ECB - \angle BEC = 180^\circ - 90^\circ - 58^\circ = 32^\circ
",64 || 64 || 64
13279,./geothought_images/geothought_13279.jpg,40^\circ,5,5,1.0,True,"OA, OB \text{ are radii of circle } O \implies \angle AOB \text{ is a central angle}
m\angle AOB = m\overarc{AB}
m\overarc{AB} = 80^\circ
\angle ACB \text{ is inscribed} \implies m\angle ACB = \frac{1",40 || 40° || 40°
13280,./geothought_images/geothought_13280.jpg,35^\circ,5,5,1.0,True,"\angle DOC = 70^\circ \implies \widehat{DC} = 70^\circ
\angle DBC = \tfrac{1}{2} \widehat{DC}
\angle DBC = \tfrac{1}{2} \cdot 70^\circ = 35^\circ",35 || 35 || 35
13281,./geothought_images/geothought_13281.jpg,60^\circ,5,5,1.0,True,"\angle BOC \text{ central angle with vertex } O \implies \text{arc } BC = \angle BOC = 120^\circ
\angle BDC \text{ inscribed angle intercepts arc } BC \implies \angle BDC = \tfrac{1}{2} \cdot \text{ar",60 || 60° || 60
